@relation 'yelp-weka.filters.unsupervised.attribute.StringToWordVector-R1-W2000-prune-rate-1.0-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"'

@attribute id numeric
@attribute sentiment** {positive,negative,neutral}

@data
{0 24586,1 ?}
{0 40984,1 ?}
{0 17815,1 ?}
{0 15329,1 ?}
{0 25310,1 ?}
{0 43423,1 ?}
{0 49925,1 ?}
{0 36994,1 ?}
{0 67283,1 ?}
{0 3981,1 ?}
{0 33473,1 ?}
{0 54434,1 ?}
{0 44793,1 ?}
{0 26941,1 ?}
{0 62088,1 ?}
{0 41275,1 ?}
{0 48363,1 ?}
{0 71121,1 ?}
{0 60073,1 ?}
{0 49324,1 ?}
{0 6425,1 ?}
{0 23144,1 ?}
{0 46252,1 ?}
{0 12062,1 ?}
{0 15361,1 ?}
{0 6238,1 ?}
{0 3055,1 ?}
{0 59880,1 ?}
{0 7025,1 ?}
{0 15797,1 ?}
{0 21567,1 ?}
{0 34669,1 ?}
{0 58311,1 ?}
{0 359,1 ?}
{0 51688,1 ?}
{0 19586,1 ?}
{0 10675,1 ?}
{0 31639,1 ?}
{0 59437,1 ?}
{0 33418,1 ?}
{0 29676,1 ?}
{0 20959,1 ?}
{0 32112,1 ?}
{0 45775,1 ?}
{0 65611,1 ?}
{0 60982,1 ?}
{0 25839,1 ?}
{0 54319,1 ?}
{0 29239,1 ?}
{0 23979,1 ?}
{0 2378,1 ?}
{0 31294,1 ?}
{0 4382,1 ?}
{0 60736,1 ?}
{0 64151,1 ?}
{0 3050,1 ?}
{0 35642,1 ?}
{0 40392,1 ?}
{0 30866,1 ?}
{0 47457,1 ?}
{0 4491,1 ?}
{0 43537,1 ?}
{0 28176,1 ?}
{0 9082,1 ?}
{0 35096,1 ?}
{0 23885,1 ?}
{0 30962,1 ?}
{0 60823,1 ?}
{0 52125,1 ?}
{0 54300,1 ?}
{0 67064,1 ?}
{0 39509,1 ?}
{0 18832,1 ?}
{0 71389,1 ?}
{0 8720,1 ?}
{0 12966,1 ?}
{0 6470,1 ?}
{0 41520,1 ?}
{0 54904,1 ?}
{0 28317,1 ?}
{0 10210,1 ?}
{0 63516,1 ?}
{0 29258,1 ?}
{0 50691,1 ?}
{0 13070,1 ?}
{0 49708,1 ?}
{0 36934,1 ?}
{0 58753,1 ?}
{0 71825,1 ?}
{0 35778,1 ?}
{0 70887,1 ?}
{0 20530,1 ?}
{0 63547,1 ?}
{0 49317,1 ?}
{0 64824,1 ?}
{0 9798,1 ?}
{0 4930,1 ?}
{0 26498,1 ?}
{0 16098,1 ?}
{0 13362,1 ?}
{0 39561,1 ?}
{0 45710,1 ?}
{0 29425,1 ?}
{0 29387,1 ?}
{0 7266,1 ?}
{0 64290,1 ?}
{0 18145,1 ?}
{0 2331,1 ?}
{0 12294,1 ?}
{0 38698,1 ?}
{0 9707,1 ?}
{0 20768,1 ?}
{0 32138,1 ?}
{0 28406,1 ?}
{0 31031,1 ?}
{0 10392,1 ?}
{0 52387,1 ?}
{0 13167,1 ?}
{0 50150,1 ?}
{0 70936,1 ?}
{0 7067,1 ?}
{0 13461,1 ?}
{0 11501,1 ?}
{0 55067,1 ?}
{0 55253,1 ?}
{0 41553,1 ?}
{0 62847,1 ?}
{0 55608,1 ?}
{0 25964,1 ?}
{0 67359,1 ?}
{0 49398,1 ?}
{0 50016,1 ?}
{0 46255,1 ?}
{0 48933,1 ?}
{0 34137,1 ?}
{0 19503,1 ?}
{0 21739,1 ?}
{0 1659,1 ?}
{0 61985,1 ?}
{0 41575,1 ?}
{0 72240,1 ?}
{0 11167,1 ?}
{0 56949,1 ?}
{0 8170,1 ?}
{0 4087,1 ?}
{0 45454,1 ?}
{0 51979,1 ?}
{0 65661,1 ?}
{0 62424,1 ?}
{0 61030,1 ?}
{0 65645,1 ?}
{0 30096,1 ?}
{0 4017,1 ?}
{0 7018,1 ?}
{0 69626,1 ?}
{0 36662,1 ?}
{0 44613,1 ?}
{0 43879,1 ?}
{0 45679,1 ?}
{0 21037,1 ?}
{0 14940,1 ?}
{0 25234,1 ?}
{0 37569,1 ?}
{0 5037,1 ?}
{0 50403,1 ?}
{0 36287,1 ?}
{0 9533,1 ?}
{0 59164,1 ?}
{0 66561,1 ?}
{0 45225,1 ?}
{0 67744,1 ?}
{0 44652,1 ?}
{0 65372,1 ?}
{0 64939,1 ?}
{0 16600,1 ?}
{0 28453,1 ?}
{0 52875,1 ?}
{0 33675,1 ?}
{0 23721,1 ?}
{0 66169,1 ?}
{0 41298,1 ?}
{0 59846,1 ?}
{0 70277,1 ?}
{0 47089,1 ?}
{0 1873,1 ?}
{0 54481,1 ?}
{0 39806,1 ?}
{0 43070,1 ?}
{0 44265,1 ?}
{0 53775,1 ?}
{0 34757,1 ?}
{0 57627,1 ?}
{0 12020,1 ?}
{0 2157,1 ?}
{0 58286,1 ?}
{0 17092,1 ?}
{0 64300,1 ?}
{0 60287,1 ?}
{0 8023,1 ?}
{0 2079,1 ?}
{0 16387,1 ?}
{0 25066,1 ?}
{0 13137,1 ?}
{0 43177,1 ?}
{0 7101,1 ?}
{0 22998,1 ?}
{0 44883,1 ?}
{0 38443,1 ?}
{0 44466,1 ?}
{0 43474,1 ?}
{0 54417,1 ?}
{0 9865,1 ?}
{0 55440,1 ?}
{0 1670,1 ?}
{0 66122,1 ?}
{0 38742,1 ?}
{0 71176,1 ?}
{0 10327,1 ?}
{0 67504,1 ?}
{0 65948,1 ?}
{0 45539,1 ?}
{0 63123,1 ?}
{0 43737,1 ?}
{0 37765,1 ?}
{0 8165,1 ?}
{0 68331,1 ?}
{0 51586,1 ?}
{0 38891,1 ?}
{0 29071,1 ?}
{0 41378,1 ?}
{0 47878,1 ?}
{0 59237,1 ?}
{0 68374,1 ?}
{0 24702,1 ?}
{0 36054,1 ?}
{0 57094,1 ?}
{0 56076,1 ?}
{0 59036,1 ?}
{0 4493,1 ?}
{0 21886,1 ?}
{0 13657,1 ?}
{0 25080,1 ?}
{0 57452,1 ?}
{0 43460,1 ?}
{0 36653,1 ?}
{0 56700,1 ?}
{0 28975,1 ?}
{0 70230,1 ?}
{0 43002,1 ?}
{0 52544,1 ?}
{0 28734,1 ?}
{0 61560,1 ?}
{0 60045,1 ?}
{0 31309,1 ?}
{0 13769,1 ?}
{0 16232,1 ?}
{0 70530,1 ?}
{0 53300,1 ?}
{0 54726,1 ?}
{0 32268,1 ?}
{0 16485,1 ?}
{0 27276,1 ?}
{0 33749,1 ?}
{0 5002,1 ?}
{0 35524,1 ?}
{0 5068,1 ?}
{0 55776,1 ?}
{0 16500,1 ?}
{0 57914,1 ?}
{0 44612,1 ?}
{0 61399,1 ?}
{0 36485,1 ?}
{0 53862,1 ?}
{0 47815,1 ?}
{0 52003,1 ?}
{0 8818,1 ?}
{0 50049,1 ?}
{0 68861,1 ?}
{0 38092,1 ?}
{0 4290,1 ?}
{0 52568,1 ?}
{0 31265,1 ?}
{0 69329,1 ?}
{0 45370,1 ?}
{0 34985,1 ?}
{0 10847,1 ?}
{0 68857,1 ?}
{0 29586,1 ?}
{0 24451,1 ?}
{0 2634,1 ?}
{0 19685,1 ?}
{0 55567,1 ?}
{0 21413,1 ?}
{0 54119,1 ?}
{0 65143,1 ?}
{0 31369,1 ?}
{0 16464,1 ?}
{0 55198,1 ?}
{0 51446,1 ?}
{0 52052,1 ?}
{0 67111,1 ?}
{0 62750,1 ?}
{0 29555,1 ?}
{0 53576,1 ?}
{0 60231,1 ?}
{0 37388,1 ?}
{0 9365,1 ?}
{0 6371,1 ?}
{0 23971,1 ?}
{0 71445,1 ?}
{0 22854,1 ?}
{0 32613,1 ?}
{0 6733,1 ?}
{0 2419,1 ?}
{0 42239,1 ?}
{0 25041,1 ?}
{0 72032,1 ?}
{0 52304,1 ?}
{0 47012,1 ?}
{0 70381,1 ?}
{0 42562,1 ?}
{0 7683,1 ?}
{0 1432,1 ?}
{0 2104,1 ?}
{0 60967,1 ?}
{0 66034,1 ?}
{0 64067,1 ?}
{0 53189,1 ?}
{0 8851,1 ?}
{0 56909,1 ?}
{0 1342,1 ?}
{0 49836,1 ?}
{0 48534,1 ?}
{0 54085,1 ?}
{0 24183,1 ?}
{0 56887,1 ?}
{0 781,1 ?}
{0 62332,1 ?}
{0 10603,1 ?}
{0 12323,1 ?}
{0 69795,1 ?}
{0 67551,1 ?}
{0 40832,1 ?}
{0 6534,1 ?}
{0 43288,1 ?}
{0 19662,1 ?}
{0 2246,1 ?}
{0 18162,1 ?}
{0 69654,1 ?}
{0 8059,1 ?}
{0 22790,1 ?}
{0 69949,1 ?}
{0 28773,1 ?}
{0 8750,1 ?}
{0 51432,1 ?}
{0 36529,1 ?}
{0 46604,1 ?}
{0 24629,1 ?}
{0 4231,1 ?}
{0 49732,1 ?}
{0 38221,1 ?}
{0 5079,1 ?}
{0 63138,1 ?}
{0 65170,1 ?}
{0 52983,1 ?}
{0 14111,1 ?}
{0 1287,1 ?}
{0 24698,1 ?}
{0 7969,1 ?}
{0 5098,1 ?}
{0 30952,1 ?}
{0 33965,1 ?}
{0 33260,1 ?}
{0 45778,1 ?}
{0 355,1 ?}
{0 32883,1 ?}
{0 23734,1 ?}
{0 16065,1 ?}
{0 70038,1 ?}
{0 13583,1 ?}
{0 34908,1 ?}
{0 12760,1 ?}
{0 71630,1 ?}
{0 64005,1 ?}
{0 63208,1 ?}
{0 40042,1 ?}
{0 36153,1 ?}
{0 9608,1 ?}
{0 36704,1 ?}
{0 37348,1 ?}
{0 66940,1 ?}
{0 68346,1 ?}
{0 12015,1 ?}
{0 47087,1 ?}
{0 61750,1 ?}
{0 23855,1 ?}
{0 66972,1 ?}
{0 12171,1 ?}
{0 61003,1 ?}
{0 4233,1 ?}
{0 42899,1 ?}
{0 53363,1 ?}
{0 42424,1 ?}
{0 36314,1 ?}
{0 46115,1 ?}
{0 64398,1 ?}
{0 40618,1 ?}
{0 54777,1 ?}
{0 61891,1 ?}
{0 44234,1 ?}
{0 64235,1 ?}
{0 64817,1 ?}
{0 25400,1 ?}
{0 53661,1 ?}
{0 53899,1 ?}
{0 9802,1 ?}
{0 51609,1 ?}
{0 68075,1 ?}
{0 48569,1 ?}
{0 65328,1 ?}
{0 17505,1 ?}
{0 12709,1 ?}
{0 12515,1 ?}
{0 27779,1 ?}
{0 62866,1 ?}
{0 68373,1 ?}
{0 9752,1 ?}
{0 52031,1 ?}
{0 59338,1 ?}
{0 69590,1 ?}
{0 19614,1 ?}
{0 65031,1 ?}
{0 65601,1 ?}
{0 7408,1 ?}
{0 36944,1 ?}
{0 9557,1 ?}
{0 40386,1 ?}
{0 10454,1 ?}
{0 23475,1 ?}
{0 62492,1 ?}
{0 56736,1 ?}
{0 5570,1 ?}
{0 62478,1 ?}
{0 15161,1 ?}
{0 54382,1 ?}
{0 25845,1 ?}
{0 71718,1 ?}
{0 46386,1 ?}
{0 34725,1 ?}
{0 42124,1 ?}
{0 2959,1 ?}
{0 12863,1 ?}
{0 57169,1 ?}
{0 61051,1 ?}
{0 39053,1 ?}
{0 60393,1 ?}
{0 31991,1 ?}
{0 29498,1 ?}
{0 49824,1 ?}
{0 34866,1 ?}
{0 10082,1 ?}
{0 22533,1 ?}
{0 32242,1 ?}
{0 72123,1 ?}
{0 6829,1 ?}
{0 55469,1 ?}
{0 24603,1 ?}
{0 9638,1 ?}
{0 41386,1 ?}
{0 44138,1 ?}
{0 12297,1 ?}
{0 7155,1 ?}
{0 10261,1 ?}
{0 5144,1 ?}
{0 3649,1 ?}
{0 66351,1 ?}
{0 57778,1 ?}
{0 66040,1 ?}
{0 9012,1 ?}
{0 42674,1 ?}
{0 32791,1 ?}
{0 34313,1 ?}
{0 35986,1 ?}
{0 57993,1 ?}
{0 2301,1 ?}
{0 4694,1 ?}
{0 37151,1 ?}
{0 64242,1 ?}
{0 58231,1 ?}
{0 4287,1 ?}
{0 33546,1 ?}
{0 62166,1 ?}
{0 22633,1 ?}
{0 16381,1 ?}
{0 62364,1 ?}
{0 60195,1 ?}
{0 47243,1 ?}
{0 53016,1 ?}
{0 1540,1 ?}
{0 34722,1 ?}
{0 57566,1 ?}
{0 62745,1 ?}
{0 22350,1 ?}
{0 35438,1 ?}
{0 6358,1 ?}
{0 63767,1 ?}
{0 5779,1 ?}
{0 49978,1 ?}
{0 67174,1 ?}
{0 366,1 ?}
{0 26413,1 ?}
{0 62997,1 ?}
{0 11921,1 ?}
{0 41940,1 ?}
{0 39978,1 ?}
{0 44083,1 ?}
{0 31823,1 ?}
{0 66261,1 ?}
{0 48096,1 ?}
{0 2464,1 ?}
{0 1398,1 ?}
{0 6535,1 ?}
{0 3762,1 ?}
{0 27472,1 ?}
{0 4469,1 ?}
{0 45192,1 ?}
{0 64007,1 ?}
{0 60591,1 ?}
{0 28956,1 ?}
{0 12346,1 ?}
{0 32128,1 ?}
{0 53779,1 ?}
{0 47,1 ?}
{0 47503,1 ?}
{0 31366,1 ?}
{0 7023,1 ?}
{0 59333,1 ?}
{0 50938,1 ?}
{0 23650,1 ?}
{0 42009,1 ?}
{0 64462,1 ?}
{0 3964,1 ?}
{0 26734,1 ?}
{0 30661,1 ?}
{0 40172,1 ?}
{0 46227,1 ?}
{0 50535,1 ?}
{0 36245,1 ?}
{0 37666,1 ?}
{0 35703,1 ?}
{0 61631,1 ?}
{0 28,1 ?}
{0 57668,1 ?}
{0 69548,1 ?}
{0 50917,1 ?}
{0 3354,1 ?}
{0 542,1 ?}
{0 43743,1 ?}
{0 32372,1 ?}
{0 67014,1 ?}
{0 19548,1 ?}
{0 800,1 ?}
{0 57806,1 ?}
{0 39249,1 ?}
{0 63739,1 ?}
{0 53123,1 ?}
{0 46660,1 ?}
{0 23858,1 ?}
{0 6398,1 ?}
{0 14531,1 ?}
{0 6888,1 ?}
{0 65643,1 ?}
{0 7727,1 ?}
{0 26410,1 ?}
{0 64057,1 ?}
{0 68438,1 ?}
{0 2598,1 ?}
{0 51978,1 ?}
{0 46041,1 ?}
{0 47771,1 ?}
{0 10807,1 ?}
{0 12449,1 ?}
{0 38613,1 ?}
{0 25949,1 ?}
{0 27510,1 ?}
{0 46218,1 ?}
{0 33003,1 ?}
{0 44934,1 ?}
{0 35540,1 ?}
{0 55358,1 ?}
{0 28756,1 ?}
{0 68780,1 ?}
{0 63749,1 ?}
{0 35547,1 ?}
{0 53169,1 ?}
{0 64149,1 ?}
{0 36271,1 ?}
{0 36809,1 ?}
{0 36009,1 ?}
{0 4984,1 ?}
{0 16597,1 ?}
{0 29471,1 ?}
{0 32,1 ?}
{0 47728,1 ?}
{0 40449,1 ?}
{0 44071,1 ?}
{0 40579,1 ?}
{0 17064,1 ?}
{0 71446,1 ?}
{0 45324,1 ?}
{0 62076,1 ?}
{0 16322,1 ?}
{0 42648,1 ?}
{0 13475,1 ?}
{0 52231,1 ?}
{0 9440,1 ?}
{0 7567,1 ?}
{0 2045,1 ?}
{0 50512,1 ?}
{0 64510,1 ?}
{0 54405,1 ?}
{0 58053,1 ?}
{0 58283,1 ?}
{0 51021,1 ?}
{0 66271,1 ?}
{0 29558,1 ?}
{0 1112,1 ?}
{0 6574,1 ?}
{0 70718,1 ?}
{0 42957,1 ?}
{0 30115,1 ?}
{0 32878,1 ?}
{0 43721,1 ?}
{0 48004,1 ?}
{0 44820,1 ?}
{0 61661,1 ?}
{0 9485,1 ?}
{0 43342,1 ?}
{0 36881,1 ?}
{0 58972,1 ?}
{0 36306,1 ?}
{0 4698,1 ?}
{0 31741,1 ?}
{0 24537,1 ?}
{0 40065,1 ?}
{0 28297,1 ?}
{0 68606,1 ?}
{0 11182,1 ?}
{0 59715,1 ?}
{0 61439,1 ?}
{0 51402,1 ?}
{0 35916,1 ?}
{0 511,1 ?}
{0 18531,1 ?}
{0 23586,1 ?}
{0 21092,1 ?}
{0 4592,1 ?}
{0 30036,1 ?}
{0 48866,1 ?}
{0 61922,1 ?}
{0 65989,1 ?}
{0 43433,1 ?}
{0 10171,1 ?}
{0 37691,1 ?}
{0 17041,1 ?}
{0 29605,1 ?}
{0 70412,1 ?}
{0 21128,1 ?}
{0 3598,1 ?}
{0 5951,1 ?}
{0 7010,1 ?}
{0 52091,1 ?}
{0 9862,1 ?}
{0 52683,1 ?}
{0 52824,1 ?}
{0 45379,1 ?}
{0 4810,1 ?}
{0 14104,1 ?}
{0 52695,1 ?}
{0 57518,1 ?}
{0 21913,1 ?}
{0 46117,1 ?}
{0 8399,1 ?}
{0 46069,1 ?}
{0 47274,1 ?}
{0 63564,1 ?}
{0 41733,1 ?}
{0 57053,1 ?}
{0 38308,1 ?}
{0 13318,1 ?}
{0 64511,1 ?}
{0 65427,1 ?}
{0 46728,1 ?}
{0 16345,1 ?}
{0 69321,1 ?}
{0 12673,1 ?}
{0 64646,1 ?}
{0 59082,1 ?}
{0 39553,1 ?}
{0 71698,1 ?}
{0 65379,1 ?}
{0 46809,1 ?}
{0 3547,1 ?}
{0 72112,1 ?}
{0 8301,1 ?}
{0 27034,1 ?}
{0 37544,1 ?}
{0 8853,1 ?}
{0 259,1 ?}
{0 5457,1 ?}
{0 51849,1 ?}
{0 57680,1 ?}
{0 53131,1 ?}
{0 66767,1 ?}
{0 49020,1 ?}
{0 22774,1 ?}
{0 5520,1 ?}
{0 33101,1 ?}
{0 29600,1 ?}
{0 47903,1 ?}
{0 22315,1 ?}
{0 60764,1 ?}
{0 59713,1 ?}
{0 54527,1 ?}
{0 6748,1 ?}
{0 45961,1 ?}
{0 58631,1 ?}
{0 43314,1 ?}
{0 39421,1 ?}
{0 29880,1 ?}
{0 34322,1 ?}
{0 68764,1 ?}
{0 18137,1 ?}
{0 64143,1 ?}
{0 45860,1 ?}
{0 43524,1 ?}
{0 60228,1 ?}
{0 30942,1 ?}
{0 54397,1 ?}
{0 24760,1 ?}
{0 7942,1 ?}
{0 10292,1 ?}
{0 10669,1 ?}
{0 64826,1 ?}
{0 57323,1 ?}
{0 31789,1 ?}
{0 3216,1 ?}
{0 5296,1 ?}
{0 19349,1 ?}
{0 36497,1 ?}
{0 60667,1 ?}
{0 55887,1 ?}
{0 37462,1 ?}
{0 4365,1 ?}
{0 20087,1 ?}
{0 17757,1 ?}
{0 49633,1 ?}
{0 5749,1 ?}
{0 1318,1 ?}
{0 27171,1 ?}
{0 29583,1 ?}
{0 11390,1 ?}
{0 21528,1 ?}
{0 10834,1 ?}
{0 44165,1 ?}
{0 18509,1 ?}
{0 15446,1 ?}
{0 64315,1 ?}
{0 4408,1 ?}
{0 51558,1 ?}
{0 3899,1 ?}
{0 34713,1 ?}
{0 25354,1 ?}
{0 24534,1 ?}
{0 8614,1 ?}
{0 70000,1 ?}
{0 5975,1 ?}
{0 17181,1 ?}
{0 23616,1 ?}
{0 55703,1 ?}
{0 45071,1 ?}
{0 68039,1 ?}
{0 60223,1 ?}
{0 54103,1 ?}
{0 51359,1 ?}
{0 68594,1 ?}
{0 69334,1 ?}
{0 29364,1 ?}
{0 18742,1 ?}
{0 10284,1 ?}
{0 8567,1 ?}
{0 4582,1 ?}
{0 11334,1 ?}
{0 25941,1 ?}
{0 66686,1 ?}
{0 10352,1 ?}
{0 43720,1 ?}
{0 63189,1 ?}
{0 20933,1 ?}
{0 48022,1 ?}
{0 36254,1 ?}
{0 52697,1 ?}
{0 50893,1 ?}
{0 18113,1 ?}
{0 58432,1 ?}
{0 18414,1 ?}
{0 62049,1 ?}
{0 39208,1 ?}
{0 61480,1 ?}
{0 11124,1 ?}
{0 8887,1 ?}
{0 31038,1 ?}
{0 18446,1 ?}
{0 20822,1 ?}
{0 68300,1 ?}
{0 2454,1 ?}
{0 55676,1 ?}
{0 71397,1 ?}
{0 28638,1 ?}
{0 32186,1 ?}
{0 46280,1 ?}
{0 69704,1 ?}
{0 20830,1 ?}
{0 67020,1 ?}
{0 46452,1 ?}
{0 4094,1 ?}
{0 45786,1 ?}
{0 55142,1 ?}
{0 46419,1 ?}
{0 44907,1 ?}
{0 9223,1 ?}
{0 18475,1 ?}
{0 11191,1 ?}
{0 2193,1 ?}
{0 66308,1 ?}
{0 14561,1 ?}
{0 10693,1 ?}
{0 18455,1 ?}
{0 32645,1 ?}
{0 50524,1 ?}
{0 62543,1 ?}
{0 47074,1 ?}
{0 8011,1 ?}
{0 5573,1 ?}
{0 5153,1 ?}
{0 23584,1 ?}
{0 51954,1 ?}
{0 65378,1 ?}
{0 14666,1 ?}
{0 45109,1 ?}
{0 58652,1 ?}
{0 43180,1 ?}
{0 9124,1 ?}
{0 70193,1 ?}
{0 36183,1 ?}
{0 69599,1 ?}
{0 12973,1 ?}
{0 46902,1 ?}
{0 65150,1 ?}
{0 43668,1 ?}
{0 42733,1 ?}
{0 1902,1 ?}
{0 45146,1 ?}
{0 48524,1 ?}
{0 29950,1 ?}
{0 38758,1 ?}
{0 41942,1 ?}
{0 30453,1 ?}
{0 53050,1 ?}
{0 43457,1 ?}
{0 24685,1 ?}
{0 45112,1 ?}
{0 11566,1 ?}
{0 58878,1 ?}
{0 52848,1 ?}
{0 48844,1 ?}
{0 7860,1 ?}
{0 65739,1 ?}
{0 19431,1 ?}
{0 65552,1 ?}
{0 21342,1 ?}
{0 19068,1 ?}
{0 26443,1 ?}
{0 64425,1 ?}
{0 22737,1 ?}
{0 9395,1 ?}
{0 47717,1 ?}
{0 11800,1 ?}
{0 12277,1 ?}
{0 26525,1 ?}
{0 9399,1 ?}
{0 29089,1 ?}
{0 24295,1 ?}
{0 63168,1 ?}
{0 71516,1 ?}
{0 3845,1 ?}
{0 2708,1 ?}
{0 10995,1 ?}
{0 69877,1 ?}
{0 60070,1 ?}
{0 44361,1 ?}
{0 29125,1 ?}
{0 57606,1 ?}
{0 12948,1 ?}
{0 371,1 ?}
{0 57871,1 ?}
{0 17951,1 ?}
{0 31892,1 ?}
{0 50287,1 ?}
{0 12693,1 ?}
{0 38127,1 ?}
{0 50935,1 ?}
{0 69117,1 ?}
{0 46238,1 ?}
{0 34367,1 ?}
{0 56752,1 ?}
{0 6974,1 ?}
{0 53338,1 ?}
{0 12459,1 ?}
{0 17437,1 ?}
{0 56348,1 ?}
{0 61018,1 ?}
{0 59141,1 ?}
{0 40641,1 ?}
{0 71989,1 ?}
{0 27365,1 ?}
{0 53297,1 ?}
{0 53180,1 ?}
{0 49030,1 ?}
{0 49262,1 ?}
{0 25919,1 ?}
{0 58246,1 ?}
{0 42794,1 ?}
{0 36562,1 ?}
{0 65935,1 ?}
{0 71545,1 ?}
{0 33432,1 ?}
{0 58148,1 ?}
{0 31937,1 ?}
{0 54162,1 ?}
{0 45623,1 ?}
{0 14098,1 ?}
{0 62479,1 ?}
{0 9933,1 ?}
{0 40448,1 ?}
{0 11448,1 ?}
{0 13055,1 ?}
{0 17792,1 ?}
{0 51204,1 ?}
{0 63721,1 ?}
{0 595,1 ?}
{0 38501,1 ?}
{0 22447,1 ?}
{0 47268,1 ?}
{0 28587,1 ?}
{0 66385,1 ?}
{0 38559,1 ?}
{0 25519,1 ?}
{0 55626,1 ?}
{0 11321,1 ?}
{0 42211,1 ?}
{0 50573,1 ?}
{0 43296,1 ?}
{0 59060,1 ?}
{0 52804,1 ?}
{0 43944,1 ?}
{0 25777,1 ?}
{0 20659,1 ?}
{0 65936,1 ?}
{0 58788,1 ?}
{0 12307,1 ?}
{0 64996,1 ?}
{0 33812,1 ?}
{0 698,1 ?}
{0 33780,1 ?}
{0 19565,1 ?}
{0 60495,1 ?}
{0 63454,1 ?}
{0 11607,1 ?}
{0 36385,1 ?}
{0 53464,1 ?}
{0 3562,1 ?}
{0 4655,1 ?}
{0 15825,1 ?}
{0 58510,1 ?}
{0 63326,1 ?}
{0 52065,1 ?}
{0 31351,1 ?}
{0 7373,1 ?}
{0 28967,1 ?}
{0 65844,1 ?}
{0 37595,1 ?}
{0 30259,1 ?}
{0 29814,1 ?}
{0 25898,1 ?}
{0 72258,1 ?}
{0 11672,1 ?}
{0 7199,1 ?}
{0 69335,1 ?}
{0 64619,1 ?}
{0 30654,1 ?}
{0 33943,1 ?}
{0 61948,1 ?}
{0 46709,1 ?}
{0 57663,1 ?}
{0 41720,1 ?}
{0 36020,1 ?}
{0 69934,1 ?}
{0 28256,1 ?}
{0 31763,1 ?}
{0 65832,1 ?}
{0 72363,1 ?}
{0 49308,1 ?}
{0 9328,1 ?}
{0 26970,1 ?}
{0 36634,1 ?}
{0 55171,1 ?}
{0 37934,1 ?}
{0 54284,1 ?}
{0 60139,1 ?}
{0 54109,1 ?}
{0 46179,1 ?}
{0 57380,1 ?}
{0 40439,1 ?}
{0 1372,1 ?}
{0 41596,1 ?}
{0 45496,1 ?}
{0 19428,1 ?}
{0 68340,1 ?}
{0 32832,1 ?}
{0 39029,1 ?}
{0 2086,1 ?}
{0 13265,1 ?}
{0 4785,1 ?}
{0 23814,1 ?}
{0 55672,1 ?}
{0 61325,1 ?}
{0 13467,1 ?}
{0 38459,1 ?}
{0 44827,1 ?}
{0 33936,1 ?}
{0 28870,1 ?}
{0 71784,1 ?}
{0 21525,1 ?}
{0 69898,1 ?}
{0 40366,1 ?}
{0 29847,1 ?}
{0 42982,1 ?}
{0 70757,1 ?}
{0 59038,1 ?}
{0 26741,1 ?}
{0 72066,1 ?}
{0 42887,1 ?}
{0 59544,1 ?}
{0 64275,1 ?}
{0 21447,1 ?}
{0 44791,1 ?}
{0 44461,1 ?}
{0 24817,1 ?}
{0 3691,1 ?}
{0 13519,1 ?}
{0 65181,1 ?}
{0 10969,1 ?}
{0 28596,1 ?}
{0 67992,1 ?}
{0 28372,1 ?}
{0 52122,1 ?}
{0 26915,1 ?}
{0 57331,1 ?}
{0 39595,1 ?}
{0 56484,1 ?}
{0 62078,1 ?}
{0 38059,1 ?}
{0 53045,1 ?}
{0 44801,1 ?}
{0 71966,1 ?}
{0 68684,1 ?}
{0 13699,1 ?}
{0 67774,1 ?}
{0 64715,1 ?}
{0 64624,1 ?}
{0 9180,1 ?}
{0 44561,1 ?}
{0 4845,1 ?}
{0 64015,1 ?}
{0 8951,1 ?}
{0 3687,1 ?}
{0 66454,1 ?}
{0 57814,1 ?}
{0 49770,1 ?}
{0 33881,1 ?}
{0 36652,1 ?}
{0 36390,1 ?}
{0 52859,1 ?}
{0 41151,1 ?}
{0 17599,1 ?}
{0 72195,1 ?}
{0 14089,1 ?}
{0 30141,1 ?}
{0 24082,1 ?}
{0 34235,1 ?}
{0 58339,1 ?}
{0 8831,1 ?}
{0 12742,1 ?}
{0 25385,1 ?}
{0 52595,1 ?}
{0 1218,1 ?}
{0 43205,1 ?}
{0 36029,1 ?}
{0 11360,1 ?}
{0 40520,1 ?}
{0 53441,1 ?}
{0 60220,1 ?}
{0 44387,1 ?}
{0 45189,1 ?}
{0 48703,1 ?}
{0 28448,1 ?}
{0 4258,1 ?}
{0 46741,1 ?}
{0 63872,1 ?}
{0 49809,1 ?}
{0 38062,1 ?}
{0 41921,1 ?}
{0 13259,1 ?}
{0 16531,1 ?}
{0 13068,1 ?}
{0 33425,1 ?}
{0 36927,1 ?}
{0 37869,1 ?}
{0 31181,1 ?}
{0 29867,1 ?}
{0 64395,1 ?}
{0 35544,1 ?}
{0 40640,1 ?}
{0 38435,1 ?}
{0 69417,1 ?}
{0 67924,1 ?}
{0 67428,1 ?}
{0 65725,1 ?}
{0 26281,1 ?}
{0 14955,1 ?}
{0 37878,1 ?}
{0 7031,1 ?}
{0 59454,1 ?}
{0 23892,1 ?}
{0 52950,1 ?}
{0 8303,1 ?}
{0 27035,1 ?}
{0 36022,1 ?}
{0 4651,1 ?}
{0 50780,1 ?}
{0 33387,1 ?}
